S.No,Item name,Brand_Name,Category,Sub_Category,Matched_Ingredients,Matched_Categories,Matched_Severities
567,Balaji Namkeen Tikha Mitha Mix,BALAJI,SNACKS,NAMKEEN,SUGAR,added_sugar,medium
568,Bikaji Falahari Mix,BIKAJI,SNACKS,NAMKEEN,SUGAR,added_sugar,medium
569,bb Gooddiet Roasted Peanuts - Cheese 'N' Onion,BB GOODDIET,SNACKS,NAMKEEN,SUGAR; HYDROLYZED VEGETABLE PROTEIN; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; msg_source; allergen; sodium_source,medium; medium; low; low
570,bb Gooddiet Mini Nippattu/ Mathri,BB GOODDIET,SNACKS,NAMKEEN,,,
571,bb Gooddiet Crackers - Rock Salt & Pepper,BB GOODDIET,SNACKS,CRACKER,EDIBLE COMMON SALT,sodium_source,low
572,bb Gooddiet Biscotti - Double Dark Chocolate,BB GOODDIET,SNACKS,BISCUIT,EDIBLE COMMON SALT,sodium_source,low
573,Eat Better Co Millet Namkeen Mango Achari,EAT BETTER CO,SNACKS,NAMKEEN,,,
574,Balaji Masala Masti Chips,BALAJI,SNACKS,CHIPS,SUGAR; BLACK SALT,added_sugar; sodium_source,medium; low
575,Balaji Namkeen - Masala Sev Murmura,BALAJI,SNACKS,MURMURA,SUGAR; HYDROLYSED VEGETABLE PROTEIN; EDIBLE COMMON SALT; BLACK SALT,added_sugar; msg_source; sodium_source; sodium_source,medium; medium; low; low
576,Balaji Chataka Pataka - Masala Masti,BALAJI,SNACKS,NAMKEEN,SUGAR; FLAVOUR ENHANCER; EDIBLE COMMON SALT,added_sugar; msg_likely; sodium_source,medium; medium; low
577,Balaji Masala Shing Namkeen,BALAJI,SNACKS,NAMKEEN,SUGAR; BLACK SALT,added_sugar; sodium_source,medium; low
578,Balaji Namkeen - Farali Chevdo,BALAJI,SNACKS,NAMKEEN,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
579,Balaji Simply Salted Wafers,BALAJI,SNACKS,WAFER,IODISED SALT,sodium_source,low
580,Pringles Potato Chips Original Flavour - Classic Salted,PRINGLES,SNACKS,POTATOCHIPS,MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ACIDITY REGULATOR (INS 330); EMULSIFIER (INS 471); CORN FLOUR; STARCH,hidden_sugar; saturated_fat_source; acidity_regulator; emulsifier; refined_carb; refined_carb,medium; medium; low; low; low; low
581,Pringles Potato Chips Desi Masala Tadka Flavour,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ANTICAKING AGENT (INS 551); EMULSIFIER (INS 471); FLAVOUR ENHANCER; CORN FLOUR; STARCH,added_sugar; hidden_sugar; saturated_fat_source; anticaking_agent; emulsifier; msg_likely; refined_carb; refined_carb,medium; medium; medium; low; low; medium; low; low
582,Pringles Potato Chips Pizza Flavour,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; DEXTROSE; MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); EMULSIFIER (INS 471); FLAVOUR ENHANCER; CORN FLOUR; STARCH,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; anticaking_agent; emulsifier; msg_likely; refined_carb; refined_carb,medium; medium; medium; medium; low; low; low; medium; low; low
583,Pringles Potato Chips Tangy Tomato Twist,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; CORN FLOUR; STARCH,added_sugar; hidden_sugar; saturated_fat_source; anticaking_agent; msg_likely; refined_carb; refined_carb,medium; medium; medium; low; medium; low; low
584,Pringles Potato Chips Peri Peri Flavour,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ACIDITY REGULATOR (INS 330); EMULSIFIER (INS 471); FLAVOUR ENHANCER; CORN FLOUR; STARCH,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; emulsifier; msg_likely; refined_carb; refined_carb,medium; medium; medium; low; low; medium; low; low
585,Pringles Imported Potato Chips - Ranch,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; CITRIC ACID; CORN FLOUR; STARCH,added_sugar; hidden_sugar; acidity_regulator; refined_carb; refined_carb,medium; medium; low; low; low
586,Pringles Imported Potato Crisps - BBQ,PRINGLES,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; CITRIC ACID; MONOSODIUM GLUTAMATE; DISODIUM GUANYLATE; STARCH,added_sugar; hidden_sugar; acidity_regulator; msg; msg_synergist; refined_carb,medium; medium; low; medium; low; low
587,Britannia 50-50 Timepass Classic Salted Biscuit,BRITANNIA,BISCUIT,BISCUIT,INVERT SUGAR SYRUP; PALM OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,hidden_sugar; saturated_fat_source; allergen; refined_carb; sodium_source,medium; medium; low; medium; low
588,Cadbury Oreo Original Chocolatey Sandwich Biscuits,CADBURY,BISCUIT,CREAM BISCUIT,INVERT SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; REFINED WHEAT FLOUR (MAIDA); STARCH; LODISED SALT,hidden_sugar; artificial_flavoring; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; low
589,Sunfeast Bounce Biscuits - Pineapple Creme Cookies,SUNFEAST,BISCUIT,CREAM BISCUIT,SUGAR; INVERT SYRUP; DEXTROSE; MILK SOLIDS; STARCH; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; allergen; refined_carb; sodium_source,medium; medium; medium; low; low; low
590,Bisk Farm Googly Biscuits,BISK FARM,BISCUIT,BISCUIT,SUGAR; ACIDITY REGULATOR (330); MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH,added_sugar; acidity_regulator; allergen; refined_carb; refined_carb,medium; low; low; medium; low
591,Bisk Farm Top Biscuits - Butter Munch,BISK FARM,BISCUIT,BISCUIT,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; CITRIC ACID; MILK SOLIDS; REFINED WHEAT FLOUR,added_sugar; hidden_sugar; hidden_sugar; acidity_regulator; allergen; refined_carb,medium; medium; medium; low; low; medium
592,Bisk Farm Biscuits - English Cracker,BISK FARM,BISCUIT,CRACKER,SUGAR; DEXTROSE; HYDROGENATED VEGETABLE OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH,added_sugar; hidden_sugar; trans_fat_source; allergen; refined_carb; refined_carb,medium; medium; high; low; medium; low
593,Bournvita Biscuits,BOUENVITA,BISCUIT,BISCUIT,SUGAR; LIQUID GLUCOSE; MALTODEXTRIN; WHEAT GLUTEN; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; hidden_sugar; allergen; allergen; refined_carb,medium; medium; medium; low; low; medium
594,Priyagold Marie Lite,PRIYAGOLD,BISCUIT,BISCUIT,SUGAR; LIQUID GLUCOSE; PALM OIL; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; saturated_fat_source; allergen; sodium_source,medium; medium; medium; low; low
595,bb Popular Bakery Biscuit - Ajwain,BB POPULAR,BISCUIT,BISCUIT,SUGAR; INVERT SYRUP; HYDROGENATED VEGETABLE OIL; SKIMMED MILK POWDER; REFINED WHEAT FLOUR; IODISED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; medium; high; low; medium; low
596,bb Popular Bakery Biscuit - Tooti Fruity,BB POPULAR,BISCUIT,BISCUIT,SUGAR; INVERT SYRUP; HYDROGENATED VEGETABLE OIL; SKIMMED MILK POWDER; REFINED WHEAT FLOUR; IODISED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; medium; high; low; medium; low
597,bb Popular Traditional Jeera Bakery Biscuits,BB POPULAR,BISCUIT,BISCUIT,SUGAR; INVERT SYRUP; HYDROGENATED VEGETABLE OIL; SKIMMED MILK POWDER; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; medium; high; low; medium; low
598,Lal Sweets Motichoor Laddu,LAL SWEETS,SWEETS,LADDU,SUGAR,added_sugar,medium
599,Kaju Katli Classic,CLASSIC,SWEETS,KAJU KATLI,INVERT SUGAR; REFINED SUGAR,hidden_sugar; added_sugar,medium; medium
600,Dry Fruit Barfi,GO DESI,SWEETS,BURFI,,,
601,Grb Elachi Soancake,GRB,SWEETS,SOANCAKE,SUGAR; LIQUID GLUCOSE; REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR,added_sugar; hidden_sugar; saturated_fat_source; refined_carb,medium; medium; medium; medium
602,MTR Mysore Pak,MTR,SWEETS,MYSORE PAK,SUGAR; REFINED WHEAT FLOUR (MAIDA),added_sugar; refined_carb,medium; medium
603,Haldiram's Soan Papdi,HALDIRAMS,SWEETS,SOANCAKE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; refined_carb,medium; medium; high; medium; medium
604,Gits Mini Rasgulla Tin,GITS,SWEETS,RASGULLA,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
605,Pista Coconut Barfi,GO DESI,SWEETS,BURFI,LIQUID GLUCOSE; JAGGERY,hidden_sugar; added_sugar,medium; low
606,Coconut Laddu,GO DESI,SWEETS,LADDU,JAGGERY,added_sugar,low
607,Nandini Milk Peda,NANDINI,SWEETS,PEDA,REFINED SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
608,Besan Laddoo,GO DESI,SWEETS,LADDU,REFINED SUGAR,added_sugar,medium
609,Sweet Karam Coffee Peanut Chikki Bites,SWEET KARAM COFFEE,SWEETS,CHIKKI,JAGGERY,added_sugar,low
610,MTR Gulab Jamun,MTR,SWEETS,GULAB JAMUN,SUGAR; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); CORN FLOUR,added_sugar; allergen; refined_carb; refined_carb,medium; low; medium; low
611,Sweet Karam Coffee Jaggery Coconut Burfi,SWEET KARAM COFFEE,SWEETS,BURFI,SUGAR; JAGGERY,added_sugar; added_sugar,medium; low
612,Sweet Karam Coffee White Sugar Free Ragi Laddu,SWEET KARAM COFFEE,SWEETS,LADDU,JAGGERY,added_sugar,low
613,Lal Sweets Kala Jamun,LAL SWEETS,SWEETS,KALA JAMUN,SUGAR; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; allergen; refined_carb,medium; low; medium
614,Daadi's Badam Laddoo Pure Ghee,DAADIS,SWEETS,LADDU,SUGAR,added_sugar,medium
615,Go Desi Milk Malai Peda,GO DESI,SWEETS,PEDA,REFINED SUGAR; PRESERVATIVE (INS 211); MILK SOLIDS,added_sugar; preservative; allergen,medium; medium; low
616,Nandini Dharwad Peda,NANDINI,SWEETS,PEDA,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
617,Grb Orange Soanpapdi,GRB,SWEETS,SOANCAKE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR,added_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; refined_carb,medium; medium; high; medium; medium
618,Lal Mango Burfi,LAL SWEETS,SWEETS,BURFI,SUGAR; ACIDITY REGULATOR (INS 330); MILK SOLIDS,added_sugar; acidity_regulator; allergen,medium; low; low
619,Haldiram's Badam Halwa,HALDIRAMS,SWEETS,HALWA,SUGAR; REFINED PALMOLEIN OIL; STARCH,added_sugar; saturated_fat_source; refined_carb,medium; medium; low
620,fresho! Signature Turkish Baklava,FRESHO SIGNATURE,SWEETS,BAKLAVA,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); CORN FLOUR; STARCH; IODISED SALT,added_sugar; hidden_sugar; allergen; refined_carb; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; low; low
621,Amul Rasmalai,AMUL,SWEETS,RASMALAI,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; artificial_flavoring; allergen,medium; medium; low
622,Amul Khoa,AMUL,SWEETS,KHOA,MILK SOLIDS,allergen,low
623,Mithai Remix Mango Truffle Peda,MITHAI REMIX,SWEETS,PEDA,,,
624,Lal Signature Horlicks Burfi,LAL ,SWEETS,BURFI,SUGAR; WHEAT GLUTEN; MILK SOLIDS; IODISED SALT,added_sugar; allergen; allergen; sodium_source,medium; low; low; low
625,Lal Signature Milk Cake,LAL,SWEETS,PEDA,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
626,Chitale Bandhu Mawa Modak,CHITALE BANDHU,SWEETS,MODAK,REFINED SUGAR,added_sugar,medium
627,Bansiwala Paan Petha,BANSIWALA,SWEETS,PETHA,SUGAR,added_sugar,medium
628,Bansiwala Angoori Petha,BANSIWALA,SWEETS,PETHA,SUGAR,added_sugar,medium
629,Nandini Millet Laddu,NANDINI,SWEETS,LADDU,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
630,Daadi's Atta Gond Laddoo,DAADIS,SWEETS,LADDU,SUGAR,added_sugar,medium
631,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,,,
632,Yu Jalapeno Cheese,YU FOODS,INSTANT FOOD,NOODLES,CORN FLOUR,refined_carb,low
633,MOM 3 Cheese Instant Pasta,MOM,INSTANT FOOD,PASTA,MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; MILK SOLIDS; STARCH; IODIZED SALT,hidden_sugar; artificial_flavoring; msg_likely; allergen; refined_carb; sodium_source,medium; medium; medium; low; low; low
634,Maggi Masala Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; ACIDITY REGULATOR (330); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; IODIZED SALT,added_sugar; saturated_fat_source; acidity_regulator; artificial_flavoring; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; medium; low; medium; low; low
635,MAGGI 2-Minute Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; ACIDITY REGULATOR (330); FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; LODIZED SALT,added_sugar; saturated_fat_source; acidity_regulator; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; medium; low; low
636,MTR Vegetable Upma,MTR,INSTANT FOOD,UPMA,SUGAR; CITRIC ACID,added_sugar; acidity_regulator,medium; low
637,MOM Cheesy Peri Peri Instant Pasta,MOM,INSTANT FOOD,PASTA,SUGAR; PALM OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; STARCH; IODISED SALT; IODIZED SALT,added_sugar; saturated_fat_source; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; low; low; low
638,Currychief Chettinad Curry,CURRYCHIEF,INSTANT FOOD,CURRY,,,
639,MOM Poha With Bhujia,MOM,INSTANT FOOD,POHA,SUGAR; ACIDITY REGULATOR (INS 330),added_sugar; acidity_regulator,medium; low
640,Maggi Chilly Chow Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; ACIDITY REGULATOR (330); FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; LODIZED SALT,added_sugar; saturated_fat_source; acidity_regulator; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; medium; low; low
641,MTR Breakfast Khatta Meetha Poha Mix,MTR,INSTANT FOOD,POHA,SUGAR; MALTODEXTRIN; PALM OIL; CITRIC ACID,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator,medium; medium; medium; low
642,Maggi Chicken Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; ACIDITY REGULATOR (330); FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; LODISED SALT,added_sugar; saturated_fat_source; acidity_regulator; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; medium; low; low
643,Maggi Special Masala Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; ACIDITY REGULATOR (330); FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; LODIZED SALT,added_sugar; saturated_fat_source; acidity_regulator; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; medium; low; low
644,Gits Paneer Tikka Masala Ready to Eat,GITS,INSTANT FOOD,CURRY,SUGAR; CORN FLOUR; BLACK SALT,added_sugar; refined_carb; sodium_source,medium; low; low
645, Gits Veg Biryani Ready to Eat,GITS,INSTANT FOOD,BIRIYANI,,,
646,Eastern 5 Min Instant Breakfast Idiyappam Ready Mix,EASTERN,INSTANT FOOD,IDIYAPPAM,REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,refined_carb; sodium_source,medium; low
647,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,,,
648,MTR Dosa Instant Mix,MTR,INSTANT FOOD,DOSA,PALM OIL; REFINED WHEAT FLOUR,saturated_fat_source; refined_carb,medium; medium
649,Cookd Black Pepper Kit,COOKD,INSTANT FOOD,MASALA POWDER,HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODIZED SALT,msg_source; msg_likely; sodium_source,medium; medium; low
650,MTR Roasted Vermicelli,MTR,INSTANT FOOD,VERMICELLI,,,
651,Aashirvaad Rava Idli Instant Mix,AASHIRVAAD,INSTANT FOOD,RAVA IDLI,REFINED PALM OIL; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,saturated_fat_source; refined_carb; sodium_source,medium; medium; low
652,MTR Breakfast Rava Dosa Mix,MTR,INSTANT FOOD,RAVA DOSA,REFINED WHEAT FLOUR,refined_carb,medium
653,Yu Cheesy VEG Carbonara - Korean Ramen Noodles,YU FOODS,INSTANT FOOD,NOODLES,SUGAR; CORN FLOUR,added_sugar; refined_carb,medium; low
654,Too Yumm K-Bomb Ramen Hot n Spicy Instant Noodles,TOO YUMM,INSTANT FOOD,NOODLES,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR; STARCH; IODIZED SALT,added_sugar; hidden_sugar; acidity_regulator; anticaking_agent; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; low; medium; medium; medium; low; medium; low; low
655,Maggi Nutri-licious Masala Veg Atta Noodles,MAGGI,INSTANT FOOD,NOODLES,,,
656,Maggi Korean BBQ Veg Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,SUGAR; MALTODEXTRIN; PALM OIL; ACIDITY REGULATOR (330); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; artificial_flavoring; msg_likely; allergen; refined_carb; sodium_source,medium; medium; medium; low; medium; medium; low; medium; low
657,YiPPee! Magic Masala Noodles with Added Veggies,SUNFEAST,INSTANT FOOD,NOODLES,SUGAR; MALTODEXTRIN; REFINED PALM OIL; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR (MAIDA); STARCH; LODIZED SALT,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; anticaking_agent; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; low; medium; medium; medium; low; medium; low; low
658,Sunfeast Yippee! Korean Noodles Fiery Hot,SUNFEAST,INSTANT FOOD,NOODLES,SUGAR; MALTODEXTRIN; REFINED PALM OIL; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; WHEAT GLUTEN; REFINED WHEAT FLOUR; STARCH; LODIZED SALT,added_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; anticaking_agent; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; low; medium; medium; medium; low; medium; low; low
659,Yu Zingy Cheese Instant Cup Noodles,YU FOODS,INSTANT FOOD,NOODLES,SUGAR; PALM OIL; CORN FLOUR,added_sugar; saturated_fat_source; refined_carb,medium; medium; low
660,Bambino Elbow Macaroni Pasta,BAMBINO SOUTH,INSTANT FOOD,PASTA,,,
661,Del Monte Penne Rigate Pasta Durum Wheat,DEL MONTE,INSTANT FOOD,PASTA,,,
662,Ruchi magic Garlic Pickle,RUCHI,INSTANT FOOD,PICKLE,JAGGERY; PRESERVATIVE (INS 211); LODIZED SALT,added_sugar; preservative; sodium_source,low; medium; low
663,MasterChow Hot and Spicy Schezwan Chutney,MASTER CHOW,INSTANT FOOD,CHUTNEY,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
664,Priya Lime Pickle In Lime Juice With Garlic,PRIYA,INSTANT FOOD,PICKLE,IODISED SALT,sodium_source,low
665,Keya Malabar Chicken Pickle,KEYA,INSTANT FOOD,PICKLE,SUGAR; PRESERVATIVE (INS 211); IODISED SALT,added_sugar; preservative; sodium_source,medium; medium; low
666,The Little Farm Co. Mixed Gobhi Gajar Shalgum Pickle,THE LITTLE FARM CO,INSTANT FOOD,PICKLE,SUGAR; JAGGERY; CITRIC ACID,added_sugar; added_sugar; acidity_regulator,medium; low; low
667,Dnv Appalam,DNV,INSTANT FOOD,PAPPAD,,,
668,Wellfry Sabudana Red Chilli Papad,WELLFRY,INSTANT FOOD,PAPPAD,,,
669,Del Monte Sliced Black Olives,DEL MONTE,INSTANT FOOD,PICKLE,IODIZED SALT,sodium_source,low
670,Priya Mango Avakaya Pickle With Garlic,PRIYA,INSTANT FOOD,PICKLE,IODIZED SALT,sodium_source,low
671,Daishik Green Chutney,DAISHIK,INSTANT FOOD,CHUTNEY,IODIZED SALT,sodium_source,low
672,MTR Instant Badam Drink Mix,MTR,INSTANT FOOD,BADAM DRINK MIX,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
673,MTR Schezwan Idli Mix,MTR,INSTANT FOOD,IDLI,MALTODEXTRIN; JAGGERY,hidden_sugar; added_sugar,medium; low
674,MTR Gourmet Butter Idli Mix,MTR,INSTANT FOOD,IDLI,,,
675,Gits Khaman Dhokla Instant Snack Mix,GITS,INSTANT FOOD,DHOKLA,SUGAR; CITRIC ACID,added_sugar; acidity_regulator,medium; low
676,Golden Prize Tuna Spread In Mayonnaise,GOLDEN PRICE,INSTANT FOOD,MAYONNAISE,SUGAR,added_sugar,medium
677,Cookd Tandoori Tikka Kit,COOKD,INSTANT FOOD,MASALA POWDER,FLAVOUR ENHANCER; STARCH; IODIZED SALT; BLACK SALT,msg_likely; refined_carb; sodium_source; sodium_source,medium; low; low; low
678,Wok N Roll Manchurian Masala,WORK N ROLL,INSTANT FOOD,MASALA POWDER,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); EMULSIFIER (INS 471); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; STARCH,added_sugar; hidden_sugar; acidity_regulator; anticaking_agent; emulsifier; artificial_flavoring; msg_source; msg_likely; refined_carb,medium; medium; low; low; low; medium; medium; medium; low
679,Happa Cereal Sprouted Ragi | Mango | Banana,HAPPA,INSTANT FOOD,CEREAL,,,
680,Gladful Choco Pancake Sprouted Millets and Masoor Mix,GLADFUL,INSTANT FOOD,PANCAKE MIX,SUGAR,added_sugar,medium
681,Madmix Oats Idli With Free Chutney,MADMIX,INSTANT FOOD,OATS IDLI,,,
682,Surya Panipuri Masala,SURYA,INSTANT FOOD,MASALA POWDER,CITRIC ACID; BLACK SALT,acidity_regulator; sodium_source,low; low
683,Currychief Chicken Curry,CURRYCHIEF,INSTANT FOOD,MASALA POWDER,,,
684,Hocco Pindi Chole Rice Combo,HOCCO,INSTANT FOOD,CHOLE RICE,EDIBLE COMMON SALT,sodium_source,low
685,Hocco Chana Masala,HOCCO,INSTANT FOOD,MASALA POWDER,,,
686,Hocco Bisebelle Bhath,HOCCO,INSTANT FOOD,BISEBELLE BHATH,,,
687,Hocco Mumbai Bhaji,HOCCO,INSTANT FOOD,MUMBAI BHAJI,,,
688,Hocco Smoked Paneer,HOCCO,INSTANT FOOD,SMOKED PANEER,,,
689,Real Thai Rice Paper,REAL THAI,INSTANT FOOD,RICE PAPER,,,
690,Pintola Organic Wholegrain Brown Rice Cakes,PINTOLA,INSTANT FOOD,RICE CAKE,,,
691,Wakao Jackfruit Biryani,WOKAO,INSTANT FOOD,BIRIYANI,,,
692,Hocco Dal Makhani,HOCCO,INSTANT FOOD,DAL MAKHANI,SUGAR,added_sugar,medium
693,Hocco Dum Aloo,HOCCO,INSTANT FOOD,DAM ALOO,,,
694,Gits Heat & Eat Pau Bhaji,GITS,INSTANT FOOD,PAU BHAJI,BLACK SALT,sodium_source,low
695,Knorr Chinese Manchurian Gravy Mix,KNOR,INSTANT FOOD,GRAVY MIX,SUGAR; PALM OIL; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER - 621; CORN FLOUR; IODISED SALT,added_sugar; saturated_fat_source; msg_source; msg; refined_carb; sodium_source,medium; medium; medium; medium; low; low
696,Wakao Hot & Spicy Sausage,WAKAO FOODS,INSTANT FOOD,SAUSAGE ,SUGAR; CITRIC ACID; FLAVOUR ENHANCER; STARCH; IODIZED SALT,added_sugar; acidity_regulator; msg_likely; refined_carb; sodium_source,medium; low; medium; low; low
697,Kitchens Of India Rajma Masala,KITCHENSOF INDIA,INSTANT FOOD,MASALA POWDER,IODIZED SALT,sodium_source,low
698,Nestle Cerelac Wheat Apple Carrot Baby Food Cerea,NESTLE,INSTANT FOOD,CEREAL,MILK SOLIDS,allergen,low
699,Nestle Cerelac Multigrain & Fruits Baby Food Cereal,NESTLE,INSTANT FOOD,CEREAL,SUGAR; MILK SOLIDS; CORN FLOUR,added_sugar; allergen; refined_carb,medium; low; low
700,Slurrp Farm No Added Sugar,SLURRP FARM,INSTANT FOOD,CEREAL,,,
701,Slurrp Farm Ragi Rice Strawberry Instant Healthy Cereal,SLURRP FARM,INSTANT FOOD,CEREAL,MILK SOLIDS,allergen,low
702,Slurrp Farm No Added Sugar Cereal - Ragi Rice and Mango with Milk,SLURRP FARM,INSTANT FOOD,CEREAL,MILK SOLIDS; SKIMMED MILK POWDER,allergen; allergen,low; low
703,The Select Aisle Dark Chocolate Chips,THE SELECT AISLE,INSTANT FOOD,CHOCO CHIP,SUGAR; DEXTROSE,added_sugar; hidden_sugar,medium; medium
